loja,club,marca_1,marca_2,marca_3,regiao,canal,localizacao,numero_empregados,aporte_inicial,modelo_arquitetonico,tem_estoque_proprio,usa_despachante,legado_familia,sistema_1,sistema_2,sistema_3,sistemas_4,sistema_5,sistema_6,faturamento_ultimo_ano,maturidade_processo
4635,BRONZE,S,N,S,6,BO,RURAL,24,196471,4,N,S,S,N,N,N,N,N,N,B,MÉDIA
4636,PRATA,S,S,S,1,LJ,RUA_FAMOSA,6,878208,3,N,N,N,N,N,N,N,N,N,D,INEXISTENTE
4637,OURO,S,N,N,5,VD,BAIRRO,7,683357,3,N,S,S,S,N,N,S,S,S,B,ALTA
4638,OURO,S,S,N,2,VD,RUA_FAMOSA,7,936613,3,S,S,S,S,S,N,N,S,S,B,INEXISTENTE
4639,BRONZE,N,S,N,2,VD,BAIRRO,24,217538,4,N,S,N,N,S,S,S,S,N,B,BAIXA
4640,PRATA,S,S,N,2,BO,RUA_FAMOSA,7,381668,3,S,N,N,S,S,N,S,S,N,D,INEXISTENTE
4641,DIAMANTE,S,S,N,1,BO,SHOPPING,22,921161,1,S,N,S,N,S,N,S,S,N,A,BAIXA
4642,BRONZE,N,N,S,3,BO,CENTRO,21,147347,4,S,N,N,S,N,S,S,S,N,D,MÉDIA
4643,DIAMANTE,S,S,N,1,VD,RUA_FAMOSA,16,514050,1,N,N,S,S,S,N,N,N,S,C,MÉDIA
4644,BRONZE,S,N,S,2,BO,CENTRO,22,269629,4,N,N,S,N,S,S,N,N,N,B,ALTA
4645,DIAMANTE,S,S,N,5,VD,SHOPPING,15,742111,1,N,N,S,N,S,N,N,N,S,A,ALTA
4646,OURO,S,S,S,5,BO,RUA_FAMOSA,10,799307,3,S,N,S,S,N,N,N,N,N,C,INEXISTENTE
4647,OURO,S,S,N,3,BO,CENTRO,8,644800,4,N,N,S,S,S,N,S,S,S,A,BAIXA
4648,OURO,S,N,S,3,VD,CENTRO,12,720011,4,S,S,S,S,N,S,N,N,N,B,MÉDIA
4649,BRONZE,S,N,N,5,LJ,BAIRRO,20,112511,4,N,N,N,S,N,S,S,N,N,A,BAIXA
4650,OURO,S,N,S,2,VD,CENTRO,16,786500,2,N,S,S,S,N,N,N,N,S,B,ALTA
4651,DIAMANTE,S,S,N,3,VD,SHOPPING,26,519797,1,N,N,S,N,S,S,S,N,S,B,BAIXA
4652,BRONZE,S,S,N,4,LJ,BAIRRO,19,271657,4,N,S,S,N,S,S,N,S,N,D,INEXISTENTE
4653,OURO,S,N,S,4,BO,CENTRO,10,378896,4,S,S,N,S,N,N,N,S,S,B,MÉDIA
4654,OURO,S,S,N,2,VD,BAIRRO,8,871275,4,N,N,N,S,N,S,S,N,S,A,ALTA
4655,OURO,S,N,N,1,BO,RURAL,8,949843,2,N,S,N,S,S,S,S,S,S,D,BAIXA
4656,DIAMANTE,S,S,N,2,LJ,RUA_FAMOSA,26,512339,1,S,S,S,S,S,S,S,N,S,B,ALTA
4657,OURO,S,S,N,3,VD,RUA_FAMOSA,12,993697,2,S,N,S,S,S,N,N,S,N,B,MÉDIA
4658,DIAMANTE,S,S,S,6,BO,RUA_FAMOSA,11,822839,1,S,S,S,S,S,N,S,S,N,A,ALTA
4659,BRONZE,N,N,N,1,LJ,CENTRO,20,294502,4,N,N,S,S,N,S,N,N,N,A,BAIXA
4660,PRATA,N,S,S,2,BO,RUA_FAMOSA,6,520441,3,S,S,N,N,N,N,S,S,N,D,INEXISTENTE
4661,OURO,S,N,S,1,LJ,RUA_FAMOSA,9,627708,3,S,,N,S,S,S,S,N,S,C,ALTA
4662,BRONZE,S,N,S,2,BO,RUA_FAMOSA,20,188059,4,S,,N,S,S,S,N,N,N,C,MÉDIA
4663,OURO,S,S,N,2,LJ,BAIRRO,16,692891,4,S,,S,S,S,S,N,S,S,A,BAIXA
4664,PRATA,N,S,S,2,LJ,RUA_FAMOSA,9,464166,4,N,,N,N,S,N,S,S,N,D,INEXISTENTE
4665,BRONZE,N,S,S,2,VD,RURAL,20,102529,4,N,,N,N,N,N,S,S,N,B,BAIXA
4666,BRONZE,N,N,N,3,BO,CENTRO,23,256075,4,S,S,S,N,N,N,S,S,N,C,MÉDIA
4667,DIAMANTE,S,S,S,1,VD,SHOPPING,25,702366,1,N,N,S,N,S,S,N,N,S,B,MÉDIA
4668,DIAMANTE,S,S,S,2,VD,RUA_FAMOSA,23,817574,1,S,N,S,S,S,S,N,N,N,A,ALTA
4669,OURO,S,S,S,2,BO,BAIRRO,14,956727,2,N,S,N,S,N,N,N,S,S,A,MÉDIA
4670,OURO,S,N,S,1,LJ,RUA_FAMOSA,11,411559,3,N,S,N,S,N,S,N,N,N,D,ALTA
4671,OURO,S,S,S,1,VD,CENTRO,15,538771,2,S,N,N,S,S,S,S,N,N,A,BAIXA
4672,PRATA,N,N,N,2,BO,RUA_FAMOSA,6,411382,4,S,S,N,N,S,N,S,N,N,D,BAIXA
4673,DIAMANTE,S,S,N,2,LJ,RURAL,16,995390,1,S,S,S,S,S,N,S,N,S,A,ALTA
4674,DIAMANTE,S,S,S,3,LJ,BAIRRO,17,952603,1,N,N,S,N,S,N,S,S,S,C,MÉDIA
4675,OURO,S,N,N,1,LJ,BAIRRO,7,606417,4,N,N,S,S,S,S,N,N,S,C,ALTA
4676,DIAMANTE,S,S,S,2,VD,CENTRO,20,809992,1,N,N,S,N,S,S,N,S,S,B,BAIXA
4677,BRONZE,N,N,N,3,LJ,RUA_FAMOSA,16,246859,4,S,N,S,N,N,N,S,S,N,B,BAIXA
4678,PRATA,S,N,S,2,LJ,SHOPPING,9,392872,4,S,S,N,S,N,N,N,S,N,D,BAIXA
4679,DIAMANTE,S,S,S,4,LJ,SHOPPING,24,639268,1,S,N,S,N,S,S,N,S,N,A,ALTA
4680,BRONZE,S,S,S,6,LJ,BAIRRO,23,246948,4,N,S,N,N,S,S,N,N,N,D,INEXISTENTE
4681,PRATA,S,N,S,3,VD,RUA_FAMOSA,9,372546,4,S,N,N,S,S,N,N,S,N,C,BAIXA
4682,OURO,S,N,N,3,BO,BAIRRO,15,679553,4,N,S,S,S,S,S,S,N,S,C,MÉDIA
4683,PRATA,N,S,S,4,BO,RUA_FAMOSA,8,890332,4,S,N,N,S,N,S,N,N,N,D,BAIXA
4684,OURO,S,S,S,3,VD,RUA_FAMOSA,13,615549,3,S,S,N,S,S,S,S,S,S,A,INEXISTENTE
4685,DIAMANTE,S,S,S,2,BO,SHOPPING,13,967544,1,N,N,S,N,S,N,N,S,S,A,BAIXA
4686,DIAMANTE,S,S,N,2,BO,RUA_FAMOSA,11,933211,1,S,S,S,S,S,S,S,N,S,B,BAIXA
4687,OURO,S,S,N,3,VD,RUA_FAMOSA,8,831732,3,N,N,S,S,S,N,S,S,N,A,INEXISTENTE
4688,DIAMANTE,S,S,N,3,BO,BAIRRO,13,599237,1,N,N,S,N,S,S,S,S,S,A,ALTA
4689,BRONZE,N,N,N,2,VD,RUA_FAMOSA,24,228696,4,S,N,S,S,N,N,N,S,N,C,BAIXA
4690,OURO,S,S,S,2,LJ,CENTRO,9,394290,4,S,N,N,S,S,N,S,S,S,A,INEXISTENTE
4691,BRONZE,N,N,N,3,BO,RURAL,22,290351,4,N,N,N,N,N,S,S,S,N,B,BAIXA
4692,BRONZE,S,N,S,1,BO,BAIRRO,19,281969,4,S,S,S,S,S,N,S,N,N,C,MÉDIA
4693,BRONZE,N,N,S,6,LJ,CENTRO,13,234594,4,N,N,N,N,N,S,S,N,N,D,ALTA
4694,OURO,S,N,N,3,VD,RUA_FAMOSA,8,363270,3,S,S,N,S,N,S,N,N,N,A,ALTA
4695,PRATA,S,N,S,5,VD,BAIRRO,6,842946,3,N,S,N,N,S,N,S,N,N,D,MÉDIA
4696,DIAMANTE,S,S,S,6,VD,SHOPPING,12,797387,1,S,N,S,S,S,S,S,N,N,B,ALTA
4697,OURO,S,N,S,5,LJ,RUA_FAMOSA,16,480661,2,N,N,S,S,S,S,N,S,N,B,INEXISTENTE
4698,OURO,S,N,N,4,LJ,BAIRRO,12,544463,4,N,S,S,S,S,S,N,S,N,A,BAIXA
4699,BRONZE,N,S,S,5,BO,SHOPPING,14,245220,4,S,N,N,S,N,N,S,S,N,A,BAIXA
4700,DIAMANTE,S,S,S,1,LJ,RUA_FAMOSA,28,617593,1,N,N,S,N,S,N,N,S,N,C,MÉDIA
4701,PRATA,N,N,N,2,VD,RUA_FAMOSA,9,862677,3,S,N,N,S,N,N,N,N,N,C,INEXISTENTE
4702,PRATA,N,N,N,1,BO,BAIRRO,7,616519,3,S,S,N,N,S,N,N,S,N,D,INEXISTENTE
4703,BRONZE,S,N,N,3,BO,RURAL,19,297639,4,S,N,N,N,N,N,S,S,N,B,MÉDIA
4704,PRATA,N,N,S,1,BO,RUA_FAMOSA,9,988252,4,S,N,N,S,N,S,S,S,N,D,INEXISTENTE
4705,OURO,S,S,S,2,VD,RUA_FAMOSA,12,955385,4,N,S,N,S,S,S,N,N,S,A,ALTA
4706,OURO,S,S,N,6,LJ,CENTRO,12,934960,2,S,S,N,S,S,S,S,S,N,A,MÉDIA
4707,DIAMANTE,S,S,N,1,VD,CENTRO,24,572478,1,N,N,S,S,S,S,S,N,S,A,ALTA
4708,BRONZE,N,S,N,1,VD,BAIRRO,17,259930,4,N,S,N,S,S,S,N,N,N,B,ALTA
4709,OURO,S,S,S,2,BO,CENTRO,10,759153,4,S,N,N,S,S,S,N,S,S,B,MÉDIA
4710,BRONZE,N,N,N,3,BO,RURAL,24,165314,4,N,N,S,N,S,S,S,S,N,C,INEXISTENTE
4711,PRATA,S,S,S,2,LJ,BAIRRO,4,461510,3,S,S,N,S,N,S,N,N,N,A,ALTA
4712,BRONZE,N,S,S,2,VD,BAIRRO,13,172958,4,S,S,S,N,N,N,N,N,N,B,MÉDIA
4713,BRONZE,N,N,N,3,BO,RURAL,15,250249,4,S,S,S,N,S,N,N,N,N,C,BAIXA
4714,DIAMANTE,S,S,N,5,BO,BAIRRO,28,925432,1,S,S,S,S,S,S,S,N,S,A,ALTA
4715,OURO,S,S,N,1,LJ,BAIRRO,10,639372,2,N,S,N,S,N,N,N,N,N,A,MÉDIA
4716,BRONZE,S,S,N,6,BO,SHOPPING,15,114622,4,S,S,N,N,N,S,S,S,N,C,INEXISTENTE
4717,OURO,S,S,S,3,BO,BAIRRO,9,597979,4,N,S,N,S,S,N,S,S,S,C,BAIXA
4718,DIAMANTE,S,S,S,4,BO,SHOPPING,25,577771,1,N,S,S,N,S,S,S,S,S,B,ALTA
4719,DIAMANTE,S,S,S,6,LJ,RUA_FAMOSA,28,995982,1,S,S,S,S,S,N,S,S,S,C,MÉDIA
4720,BRONZE,N,N,N,1,LJ,CENTRO,19,151090,4,N,N,S,S,S,S,N,N,N,C,INEXISTENTE
4721,OURO,S,N,N,4,BO,RUA_FAMOSA,13,449892,2,S,S,N,S,S,N,N,S,N,D,INEXISTENTE
4722,OURO,S,S,S,2,LJ,CENTRO,10,613761,2,N,,N,S,N,S,N,S,S,B,INEXISTENTE
4723,BRONZE,S,S,S,6,VD,RUA_FAMOSA,19,291364,4,S,N,S,S,S,N,S,N,N,C,INEXISTENTE
4724,OURO,S,N,S,3,BO,RUA_FAMOSA,12,773903,2,N,N,N,S,S,N,N,N,S,A,MÉDIA
4725,BRONZE,S,S,N,2,VD,CENTRO,19,276935,4,N,N,N,N,S,S,S,S,N,C,INEXISTENTE
4726,OURO,S,N,S,5,LJ,BAIRRO,10,549318,2,N,,S,S,N,N,N,S,N,D,ALTA
4727,DIAMANTE,S,S,S,4,VD,CENTRO,23,557994,1,S,S,S,N,S,S,N,S,S,A,ALTA
4728,PRATA,S,S,N,2,LJ,RUA_FAMOSA,5,653400,4,N,N,N,N,S,N,S,N,N,C,INEXISTENTE
4729,BRONZE,S,N,N,4,LJ,BAIRRO,22,192133,4,S,S,N,S,N,S,S,N,N,C,ALTA
4730,OURO,S,S,N,2,VD,CENTRO,12,445669,4,S,S,S,S,S,S,N,S,S,B,MÉDIA
4731,BRONZE,S,S,N,3,VD,CENTRO,15,299793,4,N,N,N,S,N,S,S,S,N,B,BAIXA
4732,PRATA,S,N,S,4,BO,RUA_FAMOSA,8,531780,4,S,,N,N,N,N,N,N,N,B,BAIXA
4733,OURO,S,S,N,2,BO,CENTRO,14,599384,3,N,S,N,S,S,N,N,S,S,B,BAIXA
4734,OURO,S,S,N,6,LJ,RUA_FAMOSA,7,352818,2,N,S,S,S,N,S,S,S,N,C,BAIXA
4735,DIAMANTE,S,S,S,2,LJ,SHOPPING,14,589290,1,N,N,S,S,S,S,S,N,S,A,ALTA
4736,PRATA,N,N,N,2,BO,SHOPPING,8,650887,3,S,N,N,N,S,N,S,N,N,C,INEXISTENTE
4737,OURO,S,N,S,1,LJ,CENTRO,7,400958,4,S,S,S,S,N,S,N,N,S,A,ALTA
4738,BRONZE,N,N,N,6,BO,CENTRO,21,238093,4,S,N,S,S,S,S,N,S,N,C,MÉDIA
4739,PRATA,S,S,N,2,VD,BAIRRO,4,835300,4,N,,N,S,S,S,S,N,N,A,BAIXA
4740,BRONZE,N,S,N,2,BO,BAIRRO,16,189974,4,N,,N,S,N,S,N,S,N,D,ALTA
4741,OURO,S,N,S,5,VD,CENTRO,8,596583,4,S,,S,S,N,N,S,S,N,C,INEXISTENTE
4742,OURO,S,S,S,2,BO,BAIRRO,13,799113,2,N,,S,S,N,S,S,S,N,B,INEXISTENTE
4743,DIAMANTE,S,S,N,2,LJ,SHOPPING,28,560486,1,S,S,S,N,S,S,S,N,N,A,MÉDIA
4744,DIAMANTE,S,S,N,4,LJ,SHOPPING,21,962905,1,N,S,S,S,S,N,N,S,N,B,BAIXA
4745,DIAMANTE,S,S,S,3,VD,RUA_FAMOSA,25,696644,1,S,N,S,S,S,N,S,S,S,B,ALTA
4746,PRATA,S,N,N,5,VD,CENTRO,5,419709,4,S,S,N,S,S,S,N,N,N,D,INEXISTENTE
4747,DIAMANTE,S,S,N,2,LJ,RUA_FAMOSA,21,759014,1,S,N,S,N,S,S,S,N,S,B,MÉDIA
4748,PRATA,N,N,S,3,VD,BAIRRO,7,366784,4,N,N,N,N,N,N,S,S,N,A,INEXISTENTE
4749,OURO,S,N,S,2,VD,BAIRRO,9,747301,3,S,N,S,S,S,S,S,N,S,B,INEXISTENTE
4750,DIAMANTE,S,S,S,3,LJ,RUA_FAMOSA,15,565988,1,S,S,S,N,S,N,S,S,N,C,ALTA
4751,BRONZE,S,N,N,1,LJ,CENTRO,15,146614,4,N,N,N,S,N,S,N,N,N,C,MÉDIA
4752,DIAMANTE,S,S,N,1,BO,BAIRRO,12,587876,1,S,S,S,N,S,N,N,S,S,A,ALTA
4753,BRONZE,S,S,N,1,BO,RURAL,15,296535,4,N,S,N,N,S,N,N,N,N,C,BAIXA
4754,BRONZE,N,N,N,2,LJ,BAIRRO,20,203357,4,S,S,N,N,S,S,S,S,N,D,ALTA
4755,DIAMANTE,S,S,S,2,VD,CENTRO,30,765688,1,S,S,S,S,S,N,N,N,S,A,MÉDIA
4756,OURO,S,N,S,2,BO,CENTRO,8,633687,2,N,N,N,S,S,S,N,S,S,C,MÉDIA
4757,BRONZE,S,N,N,2,VD,RUA_FAMOSA,14,132586,4,N,S,N,S,N,N,S,S,N,B,BAIXA
4758,BRONZE,N,N,S,2,BO,RURAL,17,200004,4,N,N,N,N,S,N,N,S,N,B,MÉDIA
4759,PRATA,N,N,N,2,VD,BAIRRO,8,903878,3,N,N,N,S,N,S,S,S,N,C,INEXISTENTE
4760,OURO,S,S,N,1,VD,BAIRRO,14,370811,3,N,N,N,S,S,S,S,N,N,C,INEXISTENTE
4761,DIAMANTE,S,S,N,1,BO,BAIRRO,27,836629,1,S,N,S,N,S,N,S,S,S,C,MÉDIA
4762,OURO,S,N,S,1,BO,BAIRRO,15,876092,2,N,N,S,S,S,N,S,S,N,B,MÉDIA
4763,OURO,S,S,S,2,BO,RUA_FAMOSA,13,866248,4,N,N,S,S,N,N,S,N,S,A,BAIXA
4764,OURO,S,N,S,2,BO,CENTRO,15,496632,4,N,S,N,S,N,S,S,N,S,B,ALTA
4765,BRONZE,N,N,N,1,BO,BAIRRO,22,181265,4,N,S,S,N,N,N,S,S,N,B,ALTA
4766,PRATA,N,N,N,4,BO,CENTRO,7,574479,3,S,N,N,S,S,S,N,N,N,D,MÉDIA
4767,PRATA,N,N,N,1,LJ,RUA_FAMOSA,8,736235,4,N,S,N,N,S,S,S,S,N,D,ALTA
4768,BRONZE,S,N,S,2,VD,BAIRRO,15,272826,4,S,N,N,S,S,S,N,S,N,C,MÉDIA
4769,BRONZE,S,S,N,2,BO,BAIRRO,15,273957,4,S,S,S,N,S,N,S,N,N,D,BAIXA
4770,OURO,S,N,N,3,BO,RURAL,16,749278,2,S,S,N,S,N,S,S,N,S,B,INEXISTENTE
4771,PRATA,N,S,N,1,LJ,RUA_FAMOSA,8,550176,4,S,N,N,S,N,N,N,S,N,C,INEXISTENTE
4772,OURO,S,S,N,1,VD,RUA_FAMOSA,12,365265,3,N,S,N,S,S,N,S,N,N,B,INEXISTENTE
4773,DIAMANTE,S,S,N,3,LJ,CENTRO,19,600732,1,N,N,S,N,S,S,S,S,S,A,BAIXA
4774,PRATA,N,N,S,6,BO,RUA_FAMOSA,5,751010,4,S,N,N,S,S,S,S,N,N,D,INEXISTENTE
4775,DIAMANTE,S,S,N,4,VD,RUA_FAMOSA,19,727475,1,N,S,S,N,S,N,N,S,S,A,ALTA
4776,DIAMANTE,S,S,N,4,BO,SHOPPING,28,855605,1,S,N,S,S,S,N,N,S,N,B,ALTA
4777,OURO,S,N,S,6,BO,RUA_FAMOSA,15,969990,4,N,N,S,S,N,N,N,S,N,B,ALTA
4778,PRATA,S,N,N,5,LJ,RUA_FAMOSA,9,535750,3,N,S,N,S,N,S,S,S,N,C,INEXISTENTE
4779,OURO,S,N,N,5,VD,SHOPPING,8,496401,3,N,S,S,S,N,S,S,N,S,C,ALTA
4780,OURO,S,S,S,3,BO,CENTRO,14,686428,3,S,N,N,S,S,S,N,N,N,B,BAIXA
4781,DIAMANTE,S,S,S,1,LJ,RURAL,16,980220,1,S,N,S,N,S,N,N,N,S,A,BAIXA
4782,DIAMANTE,S,S,S,2,LJ,SHOPPING,13,817936,1,N,N,S,S,S,N,N,S,N,A,MÉDIA
4783,DIAMANTE,S,S,S,1,LJ,SHOPPING,27,912799,1,N,S,S,N,S,S,S,S,N,C,BAIXA
4784,BRONZE,N,S,N,3,BO,CENTRO,16,296758,4,S,N,N,S,S,S,S,N,N,D,INEXISTENTE
4785,PRATA,S,S,N,2,LJ,BAIRRO,7,374756,4,N,N,N,N,S,S,N,N,N,D,INEXISTENTE
4786,OURO,S,S,N,6,LJ,RURAL,14,711970,2,N,N,S,S,S,S,S,S,N,B,MÉDIA
4787,DIAMANTE,S,S,S,2,BO,SHOPPING,15,859296,1,N,N,S,N,S,N,N,N,N,A,ALTA
4788,PRATA,N,S,N,6,VD,BAIRRO,5,573026,3,S,N,N,N,N,N,S,N,N,C,INEXISTENTE
4789,OURO,S,N,N,2,VD,CENTRO,13,577593,3,N,N,N,S,S,S,S,N,S,D,INEXISTENTE
4790,OURO,S,N,S,6,VD,BAIRRO,15,350635,4,N,N,N,S,S,N,N,S,S,D,BAIXA
4791,PRATA,N,N,S,6,LJ,RUA_FAMOSA,7,645145,4,S,N,N,N,S,S,N,N,N,D,INEXISTENTE
4792,DIAMANTE,S,S,S,1,LJ,CENTRO,11,676618,1,N,S,S,S,S,N,N,N,N,B,ALTA
4793,DIAMANTE,S,S,S,1,VD,BAIRRO,9,886937,1,S,S,S,N,S,N,S,S,N,A,ALTA
4794,OURO,S,N,N,2,BO,BAIRRO,10,869490,4,N,S,S,S,S,S,S,S,N,C,INEXISTENTE
4795,PRATA,S,S,S,1,BO,RUA_FAMOSA,5,680662,4,N,S,N,N,N,N,S,S,N,D,INEXISTENTE
4796,DIAMANTE,S,S,S,5,VD,SHOPPING,22,732287,1,N,S,S,S,S,S,N,N,S,B,BAIXA
4797,DIAMANTE,S,S,S,6,LJ,SHOPPING,11,687970,1,S,N,S,S,S,N,N,N,N,C,MÉDIA
4798,BRONZE,N,N,S,5,LJ,BAIRRO,23,212288,4,S,S,N,S,N,N,S,N,N,C,INEXISTENTE
4799,DIAMANTE,S,S,S,5,VD,SHOPPING,12,893772,1,N,S,S,N,S,N,S,S,N,B,ALTA
4800,OURO,S,N,N,2,LJ,BAIRRO,16,946522,4,S,N,S,S,S,N,N,S,S,B,BAIXA
4801,OURO,S,N,N,5,VD,CENTRO,15,462993,4,S,N,S,S,N,S,S,S,N,A,ALTA
4802,PRATA,S,S,S,1,BO,SHOPPING,6,471378,3,S,S,N,S,S,N,S,N,N,C,BAIXA
4803,PRATA,S,S,N,2,BO,RUA_FAMOSA,7,359657,3,S,N,N,N,N,N,S,S,N,D,INEXISTENTE
4804,DIAMANTE,S,S,N,2,VD,SHOPPING,29,525400,1,S,S,S,N,S,S,N,S,S,C,ALTA
4805,OURO,S,S,S,3,VD,CENTRO,7,672723,3,S,N,N,S,N,N,S,S,N,B,INEXISTENTE
4806,BRONZE,N,S,S,1,BO,SHOPPING,24,273942,4,S,N,N,S,N,S,N,S,N,A,BAIXA
4807,DIAMANTE,S,S,N,1,VD,SHOPPING,24,674287,1,S,S,S,N,S,S,N,N,S,A,ALTA
4808,OURO,S,N,S,4,BO,RUA_FAMOSA,12,985454,3,S,S,N,S,N,N,S,N,N,B,ALTA
4809,DIAMANTE,S,S,N,5,LJ,CENTRO,27,822548,1,N,S,S,N,S,S,S,S,N,A,ALTA
4810,DIAMANTE,S,S,N,1,BO,SHOPPING,23,539987,1,S,S,S,N,S,S,N,N,N,A,MÉDIA
4811,BRONZE,S,S,N,6,VD,CENTRO,20,152601,4,N,S,S,S,S,S,N,S,N,C,MÉDIA
4812,OURO,S,S,N,3,VD,BAIRRO,12,513476,2,N,,N,S,N,S,N,N,S,B,BAIXA
4813,BRONZE,N,S,S,3,VD,RURAL,25,266945,4,N,,N,S,N,S,N,N,N,B,BAIXA
4814,DIAMANTE,S,S,N,6,LJ,RUA_FAMOSA,23,628220,1,N,,S,S,S,S,N,S,S,A,ALTA
4815,OURO,S,N,N,5,LJ,SHOPPING,9,535780,4,N,,N,S,N,N,N,N,N,B,INEXISTENTE
4816,PRATA,N,N,N,5,LJ,SHOPPING,6,888574,4,N,,N,N,S,N,S,N,N,D,INEXISTENTE
4817,PRATA,N,S,S,2,VD,RUA_FAMOSA,7,733604,4,S,,N,S,N,S,N,N,N,D,BAIXA
4818,BRONZE,S,S,S,6,LJ,RUA_FAMOSA,25,290139,4,S,,S,N,S,N,N,S,N,C,BAIXA
4819,OURO,S,N,N,1,BO,BAIRRO,11,592712,4,N,,N,S,S,N,N,S,S,C,ALTA
4820,DIAMANTE,S,S,S,1,LJ,SHOPPING,22,993417,1,S,,S,S,S,S,S,N,S,C,ALTA
4821,DIAMANTE,S,S,N,3,BO,SHOPPING,16,661117,1,S,,S,N,S,N,N,S,S,C,BAIXA
4822,BRONZE,S,S,S,1,BO,RURAL,18,187753,4,S,,N,S,S,S,S,N,N,C,MÉDIA
4823,DIAMANTE,S,S,N,3,BO,RUA_FAMOSA,14,880893,1,N,N,S,N,S,N,S,S,S,B,MÉDIA
4824,PRATA,N,S,S,1,VD,CENTRO,8,806797,4,N,S,N,N,S,N,N,N,N,A,INEXISTENTE
4825,DIAMANTE,S,S,N,6,VD,RUA_FAMOSA,15,815648,1,S,S,S,S,S,N,S,N,N,A,BAIXA
4826,PRATA,S,S,S,3,BO,RUA_FAMOSA,6,819322,3,S,S,N,N,S,S,S,N,N,D,BAIXA
4827,OURO,S,S,N,3,BO,RUA_FAMOSA,16,806253,3,S,N,N,S,N,S,N,S,N,D,ALTA
4828,DIAMANTE,S,S,N,3,LJ,BAIRRO,30,591850,1,S,S,S,S,S,N,S,N,N,A,ALTA
4829,PRATA,N,S,S,2,LJ,BAIRRO,7,849730,3,S,S,N,S,S,S,N,N,N,D,BAIXA
4830,DIAMANTE,S,S,N,3,LJ,BAIRRO,29,995010,1,S,N,S,S,S,N,N,N,S,A,MÉDIA
4831,PRATA,S,N,S,3,BO,CENTRO,8,623154,4,N,,N,S,N,S,S,N,N,C,ALTA
4832,BRONZE,N,S,S,1,LJ,BAIRRO,14,226655,4,N,N,S,S,N,S,S,N,N,C,BAIXA
4833,BRONZE,S,S,N,5,BO,CENTRO,23,132140,4,S,S,N,N,N,N,N,N,N,C,ALTA
4834,BRONZE,S,N,N,3,BO,CENTRO,25,253634,4,N,S,N,S,S,N,N,N,N,D,MÉDIA
4835,DIAMANTE,S,S,S,6,LJ,BAIRRO,12,677722,1,N,S,S,S,S,S,N,N,S,A,ALTA
4836,PRATA,S,S,S,2,LJ,CENTRO,4,366797,4,S,S,N,N,S,N,N,N,N,D,BAIXA
4837,BRONZE,S,N,N,6,BO,RURAL,20,164462,4,S,N,N,N,S,S,S,S,N,D,BAIXA
4838,OURO,S,S,N,1,BO,CENTRO,11,412559,2,N,,S,S,N,S,N,S,S,A,ALTA
4839,BRONZE,N,N,S,2,LJ,BAIRRO,19,134064,4,S,N,S,S,S,S,S,N,N,D,BAIXA
4840,BRONZE,S,S,N,1,BO,BAIRRO,12,207739,4,N,,N,S,S,N,N,N,N,D,ALTA
4841,PRATA,S,S,S,2,LJ,RUA_FAMOSA,8,896745,4,S,N,N,N,S,S,N,S,N,D,INEXISTENTE
4842,DIAMANTE,S,S,S,3,LJ,SHOPPING,15,644954,1,N,N,S,N,S,N,N,N,N,A,MÉDIA
4843,BRONZE,S,S,N,2,BO,BAIRRO,12,286191,4,S,S,N,S,S,S,S,S,N,D,BAIXA
4844,OURO,S,S,S,1,BO,BAIRRO,7,775066,2,S,S,N,S,S,S,N,N,N,A,MÉDIA
4845,BRONZE,N,N,S,1,VD,CENTRO,17,242625,4,N,N,N,S,S,S,S,N,N,B,BAIXA
4846,PRATA,N,S,S,1,BO,RUA_FAMOSA,9,790255,3,N,N,N,S,S,S,N,S,N,D,INEXISTENTE
4847,BRONZE,S,N,N,2,BO,BAIRRO,22,153042,4,N,S,S,N,N,S,S,S,N,D,INEXISTENTE
4848,OURO,S,N,N,5,VD,BAIRRO,7,425300,2,S,S,N,S,S,S,S,N,N,B,INEXISTENTE
4849,PRATA,S,S,S,4,BO,CENTRO,4,619417,3,N,S,N,N,N,S,S,N,N,D,BAIXA
4850,DIAMANTE,S,S,N,1,LJ,SHOPPING,18,671561,1,N,N,S,N,S,S,N,N,N,C,ALTA
4851,DIAMANTE,S,S,N,2,LJ,RURAL,18,608990,1,S,N,S,N,S,N,S,N,N,B,BAIXA
4852,OURO,S,N,N,6,VD,RUA_FAMOSA,8,979880,2,S,S,S,S,S,N,N,N,S,B,INEXISTENTE
4853,BRONZE,S,S,N,4,LJ,CENTRO,13,166864,4,S,N,S,N,S,S,S,S,N,B,INEXISTENTE
4854,PRATA,N,N,N,1,VD,,6,763716,3,N,S,N,N,S,S,N,S,N,A,BAIXA
4855,DIAMANTE,S,S,S,2,VD,BAIRRO,11,586679,1,N,N,S,S,S,S,N,S,S,A,ALTA
4856,PRATA,N,S,N,1,VD,CENTRO,8,468299,3,N,N,N,S,S,S,N,S,N,C,INEXISTENTE
4857,BRONZE,N,S,N,2,LJ,,23,174567,4,N,S,N,N,N,N,S,S,N,D,INEXISTENTE
4858,BRONZE,N,S,S,2,BO,SHOPPING,20,240513,4,S,N,S,N,N,N,S,N,N,D,MÉDIA
4859,PRATA,S,S,S,3,LJ,BAIRRO,9,913374,4,S,N,N,S,S,S,S,S,N,D,MÉDIA
